Cities,Hotel,Review,Sentiment
Kuala Lumpur,Easy Hotel Kuala Lumpur Sentral,"Tapi sayang saya sudah book kamar with window, tapi dapatnya no window.",Neutral
Kuala Lumpur,Easy Hotel Kuala Lumpur Sentral,yang lainnya standar aja sesuai dengan harganya,Neutral
Kuala Lumpur,Easy Hotel Kuala Lumpur Sentral,selangkah ke stasiun monorail kl senter.,Neutral
Kuala Lumpur,Easy Hotel Kuala Lumpur Sentral,tempat makan bnyak.,Neutral
Kuala Lumpur,Easy Hotel Kuala Lumpur Sentral,cuma kebanyakan indian food.,Neutral
Kuala Lumpur,The Zon All Suites Residences On The Park,"Liat foto sih tidak ada kecurigaan, mungkin karena promo.",Neutral
Kuala Lumpur,The Zon All Suites Residences On The Park,Sesuai dengan yang di harapkan,Neutral
Kuala Lumpur,The Zon All Suites Residences On The Park,Lokasi di tengah kota.,Neutral
Kuala Lumpur,The Zon All Suites Residences On The Park,"dekat KL tower, masjid dan foodcourt.",Neutral
Kuala Lumpur,Hotel Capitol Kuala Lumpur,Semua tempat di atas berjalan kaki 5-10 menit saja.,Neutral
Kuala Lumpur,Hotel Capitol Kuala Lumpur,kemana-mana tinggal jalan kaki.,Neutral
Kuala Lumpur,Hotel 99 Kuala Lumpur,Bakal menginap sini lagi kalau balik ke KL.,Neutral
Kuala Lumpur,Hotel 99 Kuala Lumpur,"Gampang cari makan halal, laundry, stasiun bus, mydin shopping centre.",Neutral
Kuala Lumpur,Hotel 99 Kuala Lumpur,Perlu deposit RM 50 dan bayar tax RM 10/ malam,Neutral
Kuala Lumpur,Hotel 99 Kuala Lumpur,Saya selalu menginap disini kalau ke KL.,Neutral
Yogyakarta,Penak Malioboro Hostel,"Alangkah lebih enak jika disediakan sendal untuk tamu, terutama untuk digunakan antara kamar ke kamar mandi.",Neutral
Yogyakarta,Penak Malioboro Hostel,Ala-ala hotel kapsul gitu.,Neutral
Yogyakarta,Penak Malioboro Hostel,kalau ke Jogja lagi bakal menginap disini lagi deh sepertinya.,Neutral
Yogyakarta,Penak Malioboro Hostel,Pasti bisa lebih baik lagi ya.,Neutral
Yogyakarta,Penak Malioboro Hostel,"Waktu pertama kali liat reviewnya sempat ragu sih, foto yang dipublish beneran atau ga. Eh ternyata beneran.",Neutral
Yogyakarta,Penak Malioboro Hostel,Saya menginap tgl 30 Des 2017-1 Jan 2018.,Neutral
Yogyakarta,Penak Malioboro Hostel,Bisa liat seluruh kota Jogja dan kembang api dimana”.,Neutral
Yogyakarta,Penak Malioboro Hostel,"Untuk saran saja sebaiknya dilengkapi dengan restoran kecil”an, supaya pengunjung tidak repot cari makan kalau pengen menikmati malam di rooftop.",Neutral
Yogyakarta,favehotel Malioboro - Yogyakarta,Cocok untuk jalan-jalan,Neutral
Yogyakarta,favehotel Malioboro - Yogyakarta,"Lumayan untuk urusan yang padat dan singkat, namun untuk kamar dan kamar mandi masih ada beberapa kekurangan",Neutral
Yogyakarta,Horison Ultima Riss Malioboro Yogyakarta,Pasti kesana lagi.,Neutral
Yogyakarta,Horison Ultima Riss Malioboro Yogyakarta,Harganya dibikin lebih ekonomis,Neutral
Yogyakarta,Burza Hotel Yogyakarta,Oke next balik lagi rekomendasi,Neutral
Yogyakarta,Burza Hotel Yogyakarta,"Seumur2 baru kali ini check in lebih dari jam 14 sesuai komitmen hotel, karena alasan masih dibersihkan, semestinya jika ada permasalahan kekurangan personil, ya harus ditambah atau sistem kerjanya diperbaiki.",Neutral
Yogyakarta,Burza Hotel Yogyakarta,"Baru bisa masuk jam 15an, itu pun setelah konfirmasi 2 kali, thanks",Neutral
Yogyakarta,Prima In Hotel Malioboro,Kalau kebetulan tamu agak ramai.,Neutral
Yogyakarta,Prima In Hotel Malioboro,terutama untuk menu masakan telur.,Neutral
Yogyakarta,Hyatt Regency Yogyakarta,Ideal untuk berlibur dengan keluarga.,Neutral
Yogyakarta,Hyatt Regency Yogyakarta,Lantai yang masih menggunakan keramik lama.,Neutral
Yogyakarta,Sunrise Hotel Yogyakarta,"Kamar nggak ada handuknya, ehh baru kita minta dikasih, setelah check out dijalan ditelp dikira bawa handuk.",Neutral
Yogyakarta,Sunrise Hotel Yogyakarta,Pertahankan buat keramahannya.,Neutral
Yogyakarta,Sunrise Hotel Yogyakarta,Dan semoga kedepannya kebersihan lebih diperhatikan aja.,Neutral
Yogyakarta,Nueve Malioboro Jogja Hotel,cukup sudah.,Neutral
Yogyakarta,Oasis Studio Hotel Satu Yogyakarta,cari makanan dekat.,Neutral
Yogyakarta,Oasis Studio Hotel Satu Yogyakarta,lesehan aldan dan lainya.,Neutral
Yogyakarta,Nueve Malioboro Jogja Hotel,Lokasi hotel ke Malioboro jalan kaki 10 menitan.,Neutral
Yogyakarta,Nueve Malioboro Jogja Hotel,Hotel bintang 2 tapi seperti bintang 3 servicenya.,Neutral
Yogyakarta,Nueve Malioboro Jogja Hotel,Dapat sarapan (buffet) dan ada kolam renang jg.,Neutral
Yogyakarta,Nueve Malioboro Jogja Hotel,Sarapan menu sederhana dan memang sesuai dengan standard hotel.,Neutral
Yogyakarta,Nueve Malioboro Jogja Hotel,Tapi benar-benar di luar ekspektasi hotel ini.,Neutral
Yogyakarta,Nueve Malioboro Jogja Hotel,Lebih dari hotel bintang 2,Neutral
Yogyakarta,Oasis Studio Hotel Satu Yogyakarta,"Real budget hotel, value for money.",Neutral
Yogyakarta,Cavinton Hotel Yogyakarta by Tritama Hospitality,"Untung tidak ada orangnya dalam kamar, total 4x kami harus bolak balik naik turun lift untuk dapat kamar yang benar dalam kondisi capek, baru landing dari pesawat.",Neutral
Yogyakarta,Cavinton Hotel Yogyakarta by Tritama Hospitality,"Sudah minta single, dikasihnya twin bed tanpa ada penjelasan apapun.",Neutral
Yogyakarta,Cavinton Hotel Yogyakarta by Tritama Hospitality,"Lokasi hotel di tengah kota, jadi akses ke hotel agak macet.",Neutral
Yogyakarta,Adhisthana Hotel Yogyakarta,"walaupun masih dalam satu bangunan yang sama, tapi tamu yang menginap tidak diberikan akses masuk dari dalam, perlakuannya sama dengan pengunjung resto, jadi semua harus masuk dari luar resto.",Neutral
Yogyakarta,Adhisthana Hotel Yogyakarta,"oiya, parkirnya juga penuh saat peak season.",Neutral
Yogyakarta,Adhisthana Hotel Yogyakarta,"Walaupun letaknya masih di dalam bangunan yang sama (lantai 2), tapi tamu yang menginap tidak dibukakan akses pintu langsung ke restonya sehingga harus keluar hotel kemudian masuk restoran dari depan seperti pengunjung biasa.",Neutral
Yogyakarta,Kalya Hotel Yogyakarta,Lumayan cuma hotel bintang 3 cuma nyediain satu sabun dan 1 sikat sedangkan untuk 2 orang dan samponya tidak ada.,Neutral
Yogyakarta,Kalya Hotel Yogyakarta,Udah terbiasa setiap hotel ada disini luar biasa,Neutral
Yogyakarta,Summer Quest Hotel Jogja,"nggak jelas sama peraturan sarapannya, bayar sarapan tapi nggak dikasih kupon.",Neutral
Yogyakarta,Kalya Hotel Yogyakarta,"Jam cek in , pukul 14.20 itu pun setelah kita terus-terusan tanya, ada 2 keluarga yang mau menginap juga sama, kalau hotel ramai padat Iya, dan ternyata hotel nya sepi.",Neutral
Yogyakarta,Kalya Hotel Yogyakarta,"Perlengkapan kamar tidak lengkap, tidak ada sandal kamar, sisir, sabun cuma 1, keset 1, tidak ada lemari.",Neutral
Yogyakarta,Kalya Hotel Yogyakarta,WiFi password gonta-ganti merepotkan.,Neutral
Yogyakarta,Kalya Hotel Yogyakarta,Nasi banyak batunya.,Neutral
Yogyakarta,Kalya Hotel Yogyakarta,"Ketika security datang, setelah dibantu parkir, security pula yang diminta mengangkat barang.",Neutral
Yogyakarta,Kalya Hotel Yogyakarta,"Kami booking 2 kamar dengan connecting door pun tidak ada, padahal untuk kamar anak-anak kami yang masih kecil.",Neutral
Yogyakarta,Kalya Hotel Yogyakarta,You can get better place with the same price (even below).,Neutral
Yogyakarta,Kalya Hotel Yogyakarta,"Tidak ada juga telur rebus setengah matang, dan sedikit varian menunya.",Neutral
Yogyakarta,Puri Artha Hotel Yogyakarta,Mendapat lebih dari uang yang dibayar,Neutral
Yogyakarta,Summer Quest Hotel Jogja,aduh tidak kedua kali deh,Neutral
Yogyakarta,Airy UGM Sendowo E 106 Yogyakarta,besok kalau kejogja lagi seperti bakal balik sini lagi,Neutral
Yogyakarta,Pesonna Malioboro,Hanya pada waktu check in lama banget hampir 1 jam.,Neutral
Yogyakarta,Pesonna Malioboro,Semoga next time tidak ada kejadian seperti ini lagi,Neutral
Yogyakarta,Pesonna Malioboro,Menu breakfast bervariasi.,Neutral
Yogyakarta,MMUGM Hotel,tidak ada sandal hotel,Neutral
Yogyakarta,MMUGM Hotel,Wifi oke sehingga anak-anak saya betah dikamar.,Neutral
Yogyakarta,Greenhost Boutique Hotel,Karena malamnya kami lelah dan ingin menikmati hotel sampai jam 1.30pm kami masih bisa santai2.,Neutral
Yogyakarta,Greenhost Boutique Hotel,Tanpa diburu dan diingatkan untuk check out.,Neutral
Yogyakarta,Greenhost Boutique Hotel,untungnya ada pengharum sereh di ruangan,Neutral
Yogyakarta,Pandanaran Prawirotaman Yogyakarta,pertahankan,Neutral
Yogyakarta,Pandanaran Prawirotaman Yogyakarta,"Tapi tolong diperbaiki mebelnya, mejanya ada yang copot",Neutral
Yogyakarta,The Alana Yogyakarta Hotel & Convention Center,Dapat parkir vallet.,Neutral
Yogyakarta,The Alana Yogyakarta Hotel & Convention Center,saya yang memang membawa tas gendong/ransel tidak diperkenankan masuk sarapan hanya karena saya bawa tas.,Neutral
Yogyakarta,The Alana Yogyakarta Hotel & Convention Center,Seolah olah saya akan masukan makanan kedalam tas.,Neutral
Yogyakarta,The Alana Yogyakarta Hotel & Convention Center,Saya sampai tidak jadi sarapan gara-gara ini...,Neutral
Yogyakarta,Best City Hotel,This is my second visit.,Neutral
Yogyakarta,Best City Hotel,Perlu waktu lama untuk menelpon receptionist/operator dan menunggu untuk follow up hal yang saya sebutkan.,Neutral
Yogyakarta,Best City Hotel,"Tapi makanan breakfast rasa hambar, lauk habis tidak segera di refill.",Neutral
Yogyakarta,Lafayette Boutique Hotel,Pertama datang check in langsung dilayani oleh bell boy dan satpam hotel melayani orang dan bawa barang.,Neutral
Yogyakarta,Lafayette Boutique Hotel,Ketika masuk kamar 609 benar-benar sesuai dengan fotonya serasa bagai raja dan ratu.,Neutral
Yogyakarta,Lafayette Boutique Hotel,Besoknya sarapan di sky floor menunya lengkap dan bergizi.,Neutral
Yogyakarta,Lafayette Boutique Hotel,di atas restoran ada kolam renang dan di belakang ada tempat fitness.,Neutral
Yogyakarta,Lafayette Boutique Hotel,Semua sudah di rasakan benar-benar pengalaman yang tak terlupakan.,Neutral
Yogyakarta,Lafayette Boutique Hotel,Dengan harga yang di bayarkan mendapatkan fasilitas yang sesuai.,Neutral
Yogyakarta,Lafayette Boutique Hotel,Bed cover kami dikamar 709 ada noda cat putih yang cukup besar dan sudah mengering.,Neutral
Yogyakarta,Lafayette Boutique Hotel,Ada rambut juga dibantal.,Neutral
Yogyakarta,Lafayette Boutique Hotel,Lalu di wastafel ada sisa pasta gigi yang sudah mengering.,Neutral
Yogyakarta,Lafayette Boutique Hotel,House keepingnya kurang sigap.,Neutral
Yogyakarta,Lafayette Boutique Hotel,"Kami memesan kimono tambahan 1 buah karena yang disediakan dilemari cuma 1, tetapi lebih dari 30 menit tidak datang dan kami menelpon sampai 3 kali.",Neutral
Yogyakarta,THE 1O1 Yogyakarta Tugu Hotel,Kami berdua minta kamar yang tenang untuk istirahat.,Neutral
Yogyakarta,THE 1O1 Yogyakarta Tugu Hotel,Diberikan kamar dengan connecting door.,Neutral
Yogyakarta,THE 1O1 Yogyakarta Tugu Hotel,"Kami mendapat kamar pengganti di lantai lain, tp di bawahnya ada bar dengan penyanyi yang menyanyi sp lebih dari jam 23.00.",Neutral
Yogyakarta,THE 1O1 Yogyakarta Tugu Hotel,Harus minta ber-kali2 untuk dikecilkan volumenya.,Neutral
Yogyakarta,THE 1O1 Yogyakarta Tugu Hotel,ada balkon mengarah ke tugu jogja dan kolam renang.,Neutral
Yogyakarta,Hotel Tentrem Yogyakarta,Selalu pilih hotel ini setiap kali ke Jogja.,Neutral
Yogyakarta,Hotel Tentrem Yogyakarta,"Next time datang ke jogja lagi, nginapnya di tentrem aja.",Neutral
Yogyakarta,Hotel Tentrem Yogyakarta,Koper saya jatuh juga tidak di angkat.,Neutral
Yogyakarta,Hotel Tentrem Yogyakarta,"Hari itu saya coba yoga disana, yoganya ngaret 15 menit, instruktur juga tidak menyapa, hanya ngobrol dengan beberapa member yang dia kenal.",Neutral
Yogyakarta,Hotel Tentrem Yogyakarta,"Saya merasa disini mereka melayani kurang dari hati, akhirnya saya balik menginap di eastparc, walaupun harganya lebih murah, tetapi pelayanan mereka jauh lebih bagus, dan bikin saya merasa begitu di terima dengan hangat.",Neutral
Yogyakarta,Hotel Tentrem Yogyakarta,Balik lagi ke tentrem?,Neutral
Yogyakarta,Hotel Tentrem Yogyakarta,Mungkin engga.,Neutral
Yogyakarta,Hotel Tentrem Yogyakarta,Karena cuma dapat kesan mewah nya saja tp tidak homey.,Neutral
Yogyakarta,ibis Styles Yogyakarta,"Saya meminta non smoking room dan single bed room, namun tidak sesuai dengan permintaan, dapat solusi setelah bicara dengan duty manager, hal ini perlu ditingkatkan lagi.",Neutral
Yogyakarta,ibis Styles Yogyakarta,Menu sarapan cukup membuat kenyang.,Neutral
Yogyakarta,Hotel Indies Heritage Prawirotaman,kalau ke jogja ingin menginap disana lagi.,Neutral
Yogyakarta,Hotel Indies Heritage Prawirotaman,Ada compliment coklat juga.,Neutral
Yogyakarta,Hotel Indies Heritage Prawirotaman,Sesuai harga.,Neutral
Yogyakarta,de Laxston Hotel Jogja by Quin's,sayangnya kolam renang ukuran anak-anak.,Neutral
Yogyakarta,de Laxston Hotel Jogja by Quin's,Menu utama breakfast kurang mencerminkan cita rasa sarapan,Neutral
Yogyakarta,de Laxston Hotel Jogja by Quin's,Di 2 room sama-sama tidak nyala air panasnya sekitar jam 7 pagi.,Neutral
Yogyakarta,de Laxston Hotel Jogja by Quin's,Sarapan nya rata-rata saja.,Neutral
Yogyakarta,de Laxston Hotel Jogja by Quin's,Tiap hari ganti menu.,Neutral
Yogyakarta,de Laxston Hotel Jogja by Quin's,Ada masakan nasional dan tradisional.,Neutral
Yogyakarta,de Laxston Hotel Jogja by Quin's,"Ada bubur ayam, bubur kacang hijau dan cereal untuk anak-anak juga.",Neutral
Yogyakarta,de Laxston Hotel Jogja by Quin's,Ada jamu beras kencur dan kunir asam.,Neutral
Yogyakarta,de Laxston Hotel Jogja by Quin's,Stoknya juga banyak.,Neutral
Yogyakarta,de Laxston Hotel Jogja by Quin's,Saya sarapan jam 9 makanannya masih banyak.,Neutral
Yogyakarta,de Laxston Hotel Jogja by Quin's,"Saya ambil kamar Executive, tapi tidak ada jendelanya.",Neutral
Yogyakarta,de Laxston Hotel Jogja by Quin's,Hanya ada kaca buram sebagai sumber cahaya alami siang hari.,Neutral
Yogyakarta,de Laxston Hotel Jogja by Quin's,Suasana kamar jadi sangat monoton tidak bisa lihat pemandangan luar.,Neutral
Yogyakarta,de Laxston Hotel Jogja by Quin's,Kolam renang indoor menyatu dengan restoran.,Neutral
Yogyakarta,de Laxston Hotel Jogja by Quin's,Tapi kalau pengen liburan santai lagi saya akan cari hotel yang ada jendelanya.,Neutral
Yogyakarta,de Laxston Hotel Jogja by Quin's,Jadi di hotel cuma untuk tidur dan sarapan.,Neutral
Yogyakarta,de Laxston Hotel Jogja by Quin's,"Makanan kurang enak, air panas ditunggu lama tidak nyala",Neutral
Yogyakarta,de Laxston Hotel Jogja by Quin's,"Lokasinya karena 1 way traffic sedikit menyulitkan, tetapi over all ok",Neutral
Yogyakarta,de Laxston Hotel Jogja by Quin's,"Hotel berada di pusat perbelanjaan, depan hotel langsung XXI meskipun hotelnya mesti masuk gang sedikit, tapi untuk orang tua mestinya diperhatikan lagi karena untuk menuju lobby depan hanya tersedia tangga dan tidak ada lantai untuk koper naik, jadi kalau udah sepuh agak susah, ohya air panas minta tolong di cek lagi ya",Neutral
Yogyakarta,Amaris Hotel Sagan,Ketiduran gajadi tahun baruan,Neutral
Yogyakarta,GQ (Grand Quality) Hotel Yogyakarta,bagus... tapi kenapa anak-anak kena charge pas sarapan.. hmm,Neutral
Yogyakarta,The Jayakarta Yogyakarta Hotel & Spa,"Acnya kurang dingin, itu saja lainya.",Neutral
Yogyakarta,The Jayakarta Yogyakarta Hotel & Spa,Next time pasti balik lagi.,Neutral
Yogyakarta,The Jayakarta Yogyakarta Hotel & Spa,hanya pada saat malam tolong lampu ditaman supaya lebih terangan keliatan cantik nya taman dihotel.,Neutral
Yogyakarta,The Jayakarta Yogyakarta Hotel & Spa,User dan password wifi yang diberikan dari pihak hotel tidak dapat di access,Neutral
Yogyakarta,Atrium Premiere Hotel Yogyakarta Ambarukmo,Parkir mobil memang terbatas.,Neutral
Yogyakarta,Atrium Premiere Hotel Yogyakarta Ambarukmo,Tp kami selalu dapat tempat.,Neutral
Yogyakarta,Atrium Premiere Hotel Yogyakarta Ambarukmo,Tapi ngga kebayang kalau pas peak season holiday.,Neutral
Yogyakarta,Atrium Premiere Hotel Yogyakarta Ambarukmo,kalau ke jogja lagi bakalan menginap disini lagi.,Neutral
Yogyakarta,Satoria Hotel Yogyakarta,Ada kolam renang dan bar pada rooftop.,Neutral
Yogyakarta,Satoria Hotel Yogyakarta,Akan menginap di Satoria Hotel lagi kalau berkunjung ke Jogja lagi!,Neutral
Yogyakarta,Core Hotel Malioboro City Yogyakarta,Nasi goreng yang kita pesan tidak ada rasanya,Neutral
Yogyakarta,Core Hotel Malioboro City Yogyakarta,Hanya saja fasilitas parkirnya masih di luar dan terbuka.,Neutral
Yogyakarta,Core Hotel Malioboro City Yogyakarta,"Menginap kali kedua, dapat kamar di lantai 10, tidak ada hairdryer, waktu mau telepon ke resepsionis ternyata tidak ada telepon di kamar.",Neutral
Yogyakarta,Core Hotel Malioboro City Yogyakarta,Padahal waktu menginap pertama di lantai 6 fasilitas sudah lengkap.,Neutral
Yogyakarta,Core Hotel Malioboro City Yogyakarta,Hotel belum jadi tapi dipaksa beroperasi.,Neutral
Yogyakarta,Core Hotel Malioboro City Yogyakarta,"Saat breakfast, pihak hotel agak kewalahan menghadapi tamu yang cukup banyak.",Neutral
Yogyakarta,Core Hotel Malioboro City Yogyakarta,sempat menunggu makanan yang sudah habis namun belum di refill.,Neutral
Yogyakarta,EDU Hostel,sama wc nya masih ber konsep barat tidak cocok untuk orang indonesia.,Neutral
Yogyakarta,EDU Hostel,untuk harga murah.,Neutral
Yogyakarta,EDU Hostel,"Kami sekeluarga, juga liburan guru dan karyawan SMAKTra 5 selalu menginap di Edu hostel.",Neutral
Yogyakarta,HOTEL JENTRA MALIOBORO,tidak kan kapok lah kalau menginap dsna...,Neutral
Yogyakarta,Prime Plaza Hotel Jogjakarta,Dekat dengan pusat kota.,Neutral
Yogyakarta,Grand Orchid Hotel Yogyakarta,"Saya menginap 3 malam, kamar tidak di sapu, hanya di rapikan saja.",Neutral
Yogyakarta,Grand Orchid Hotel Yogyakarta,Wifi kencang dan dekat tempat wisata tapi sarapan pagi harus variatif jangan nasi putih dan roti saja bisa ditambah bubur atau nasi goreng,Neutral
Yogyakarta,Grand Orchid Hotel Yogyakarta,"Tidak bisa early check in, kami datang jam 10.30 dan membayar charges agar bisa early check in.",Neutral
Yogyakarta,Grand Orchid Hotel Yogyakarta,"Telepon laundry, restaurant tidak pernah diangkat.",Neutral
Yogyakarta,Grand Orchid Hotel Yogyakarta,"Tidak bisa minta extra pillow, padahal kami butuh karena membawa bayi.",Neutral
Yogyakarta,Grand Orchid Hotel Yogyakarta,Hanya dapat 1 kartu kamar sementara akses lift membutuhkan kartu.,Neutral
Yogyakarta,Grand Orchid Hotel Yogyakarta,Harus parkir di parkiran tetangga dan akan merepotkan ketika hujan.,Neutral
Yogyakarta,Whiz Prime Hotel Malioboro Yogyakarta,"Makan malam tidak ada, waktu mati lampu diselnya tidak kuat buat angkat yang penting ada makan malamnya.",Neutral
Yogyakarta,Whiz Prime Hotel Malioboro Yogyakarta,"Saat itu masih baru dan belum ada restorannya, alhasil harus keluar hotel kalau lagi lapar.",Neutral
Yogyakarta,SigNature Jogja,Saya sarankan bawa handuk sendiri karena kondisi handuk disana kecoklatan dan kaku,Neutral
Yogyakarta,SigNature Jogja,harga terjangkau.,Neutral
Yogyakarta,SigNature Jogja,secara keseluruhan nilai 8 dari 10. .,Neutral
Yogyakarta,SigNature Jogja,"Lokasi cukup dalam masuk ke gang, namun masih bisa dilalui mobil.",Neutral
Yogyakarta,SigNature Jogja,Saya menempati premium room di lantai 2 dengan pilihan sewa room only (tidak ada pilihan lain selain room only).,Neutral
Yogyakarta,SigNature Jogja,Air minum harus bawa botol sendiri karena hanya disediakan air minum dari dispenser di lantai 1.,Neutral
Yogyakarta,SigNature Jogja,"Tidak tersedia toiletries amenities (tissue, sikat gigi maupun pasta gigi).",Neutral
Yogyakarta,SigNature Jogja,Petugas resepsionis yang jaga saat check out tidak bisa terima masukan perbaikan mengenai kondisi di atas dengan baik.,Neutral
Yogyakarta,SigNature Jogja,terus tidak ada selimut tambahan.,Neutral
Yogyakarta,SigNature Jogja,walau udah extrabed.,Neutral
Yogyakarta,Merapi Merbabu Hotels & Resort Yogyakarta,Service room juga tidak 24 jam,Neutral
Yogyakarta,Merapi Merbabu Hotels & Resort Yogyakarta,saya request connecting room karena bawa anak-anak.,Neutral
Yogyakarta,Merapi Merbabu Hotels & Resort Yogyakarta,tapi karena tidak available maka kamar saya diupgrade agar bisa dapat kamar yang berdekatan.,Neutral
Yogyakarta,Merapi Merbabu Hotels & Resort Yogyakarta,Kali ke 3 saya menginap di hotel ini.,Neutral
Yogyakarta,Merapi Merbabu Hotels & Resort Yogyakarta,"masih seperti yang dulu, kolam renang dan tempat gym belum selesai juga renovasinya.",Neutral
Yogyakarta,Merapi Merbabu Hotels & Resort Yogyakarta,"yang itu saja, makanan ok ngga ada masalah.",Neutral
Yogyakarta,Merapi Merbabu Hotels & Resort Yogyakarta,Dan bantal hanya ada dua,Neutral
Yogyakarta,h Boutique Hotel Jogjakarta,Emang tidak ada kordinasi ya sama resepsionis soal itu?,Neutral
Yogyakarta,h Boutique Hotel Jogjakarta,Hanya pillow tolong di berikan 2 karena sesuai bintangnya,Neutral
Yogyakarta,Citihub Hotel @Gejayan,Kamar 217 lantai keropos dan ada sarang laba-laba di sudut kamar,Neutral
Yogyakarta,Citihub Hotel @Gejayan,untuk harga saya kemarin menurut saya overpriced.,Neutral
Yogyakarta,Citihub Hotel @Gejayan,"Low budget amat ini hotel, harga segitu lebih baik pilih hotel lain deh.",Neutral
Yogyakarta,Citihub Hotel @Gejayan,kali ke 2 menginap disana.,Neutral
Yogyakarta,Citihub Hotel @Gejayan,breakfast kaya pembagian ransum.,Neutral
Yogyakarta,Citihub Hotel @Gejayan,Ngga ada seni nya amat.,Neutral
Yogyakarta,Citihub Hotel @Gejayan,Menyerah lah kalau milih hotel ini lagi,Neutral
Yogyakarta,Brothers Inn Babarsari,kamar mandi tidak ada keran untuk wudhu.,Neutral
Yogyakarta,D'Salvatore Art & Boutique Hotel,Saya menginap 2 hari.,Neutral
Yogyakarta,D'Salvatore Art & Boutique Hotel,Kalau ke Jogja pasti saya akan balik kesini lagi.,Neutral
Yogyakarta,D'Salvatore Art & Boutique Hotel,Aroma kamar mandi perlu diperhatikan supaya lebih wangi.,Neutral
Yogyakarta,D'Salvatore Art & Boutique Hotel,Tapi mungkin di kamar lain tidak ada.,Neutral
Yogyakarta,D'Salvatore Art & Boutique Hotel,Lantainya kayu.,Neutral
Yogyakarta,D'Salvatore Art & Boutique Hotel,Parkir sendiri.,Neutral
Yogyakarta,D'Salvatore Art & Boutique Hotel,-makanan tidak nyobain.,Neutral
Yogyakarta,D'Salvatore Art & Boutique Hotel,Karena ga suka sarapan.,Neutral
Yogyakarta,D'Salvatore Art & Boutique Hotel,Biasa langsung makan siang dan malam.,Neutral
Yogyakarta,D'Salvatore Art & Boutique Hotel,Kolam renang harus dibersihin tiap minimal ya 3 hari sekali.,Neutral
Yogyakarta,D'Salvatore Art & Boutique Hotel,Tergantung kondisi kolam renangnya.,Neutral
Yogyakarta,D'Salvatore Art & Boutique Hotel,"Itu saja improvement yang perlu diperhatikan, overall masih oke hanya perlu peningkatan lagi.",Neutral
Yogyakarta,Zest Hotel Yogyakarta,"Tapi ga perlu khawatir, kalau mau yang roomonly di sebelah hotel tiap pagi ada ibu-ibu yang jualan paket lauk pauk murmer dan enak.",Neutral
Yogyakarta,Zest Hotel Yogyakarta,"Untuk family traveling dengan membawa anak-anak sepertinya ukuran kamarnya pas-pasan, tapi untuk bisnis atau backpacking mungkin sudah memadai.",Neutral
Yogyakarta,Zest Hotel Yogyakarta,"Kamar belum dilengkapi kulkas, ketel pemasak air maupun complimentary teh atau kopi.",Neutral
Yogyakarta,Grand Tjokro Yogyakarta,Cukuplah kalau hanya untuk menumpang tidur malam.,Neutral
Yogyakarta,Grand Tjokro Yogyakarta,kurang variatif menunya dan hanya sedikit persediaannya.,Neutral
Yogyakarta,Grand Tjokro Yogyakarta,"Bisa check in lebih awal, thanks.",Neutral
Yogyakarta,Jambuluwuk Malioboro Hotel,"Saya di kamar lantai 8, suhu ac kurang dingin",Neutral
Yogyakarta,Jambuluwuk Malioboro Hotel,"Sempat mengalami kendala saat masuk, yaitu kunci kamar tidak dapat dipergunakan.",Neutral
Yogyakarta,Jambuluwuk Malioboro Hotel,"2 kali kembali ke lobby untuk menyelesaikan, namun ternyata berlanjut hingga 5 kali teknisi berusaha membenahi kunci kamar 326, dan akhirnya dapat diselesaikan sekitar pukul 17 WIB.",Neutral
Yogyakarta,Grand Zuri Malioboro Yogyakarta,tapi sayang dapat kamar di samping tower.,Neutral
Yogyakarta,Grand Zuri Malioboro Yogyakarta,pokoknya kalau ke jogja mau menginap disana lagi..,Neutral
Yogyakarta,Grand Zuri Malioboro Yogyakarta,Hotel langsung didepan jalan mangkubumi.,Neutral
Yogyakarta,Grand Zuri Malioboro Yogyakarta,Barang kami yang ketinggalan disimpan dan dikembalikan.,Neutral
Yogyakarta,Grand Zuri Malioboro Yogyakarta,kolam renang ada untuk anak-anak dan view ke merapi.,Neutral
Yogyakarta,Grand Zuri Malioboro Yogyakarta,Sarapan juga ok.,Neutral
Yogyakarta,Grand Zuri Malioboro Yogyakarta,Thanks grand zuri kapan-kapan kesitu lagi deh.,Neutral
Yogyakarta,Grand Zuri Malioboro Yogyakarta,Dan kondisi kamarnya mirip hotel budget.,Neutral
Yogyakarta,Grand Zuri Malioboro Yogyakarta,Minimalis interiornya.,Neutral
Yogyakarta,Grand Zuri Malioboro Yogyakarta,Mungkin tergantung kelas kamar.,Neutral
Yogyakarta,Grand Zuri Malioboro Yogyakarta,Dulu pernah menginap disana kondisi kamarnya lebih bagus.,Neutral
Yogyakarta,Horison Lynn Yogyakarta,"Makanan ok, kebersihan di kafe perlu ditingkatkan, lampu di koridor sebaiknya dinyalakan.",Neutral
Yogyakarta,Horison Lynn Yogyakarta,meskipun ada jendela tapi koridor di lantai 3 tempat saya menginap gelap karena lampu tidak dinyalakan.,Neutral
Yogyakarta,Horison Lynn Yogyakarta,Barang saya yang ketinggalan di restoran disimpan dan dikembalikan ketika ditanyakan.,Neutral
Yogyakarta,Horison Lynn Yogyakarta,Hanya saja sarapan kurang berasa dan anak umur 5 tahun kena charge untuk sarapan.,Neutral
Yogyakarta,Sofyan Inn Hotel Unisi Yogyakarta ( Syariah Hospitality ),(lupa request juga sih).,Neutral
